Ewe/V	<I>/mA	
1,0026126E-001	1,723975447794752E+001
1,0023450E-001	1,724564447786743E+001
1,0021540E-001	1,724705354658284E+001
1,0020012E-001	1,724741953932890E+001
1,0024597E-001	1,724592247393769E+001
1,0024597E-001	1,724719296118292E+001
1,0022686E-001	1,724858609552598E+001
1,0020012E-001	1,724950501568469E+001
1,0027654E-001	1,725028663878182E+001
1,0022686E-001	1,724841839303761E+001
1,0024215E-001	1,724884555598175E+001
1,0021540E-001	1,725175042093855E+001
1,0026889E-001	1,725168579157291E+001
1,0022686E-001	1,724896822787510E+001
1,0023068E-001	1,724834660157766E+001
1,0021540E-001	1,724937957470251E+001
1,0023450E-001	1,725216462230400E+001
1,0023832E-001	1,724935494625340E+001
1,0020393E-001	1,724863161440225E+001
1,0021540E-001	1,725030076613204E+001
1,0017337E-001	1,725381493591381E+001
1,0029182E-001	1,725368509048205E+001
1,0021158E-001	1,725081188408013E+001
1,0023832E-001	1,725240504665700E+001
1,0026889E-001	1,725440368409762E+001
1,0023450E-001	1,725579510678597E+001
1,0024215E-001	1,725177743776968E+001
1,0028036E-001	1,725012324308678E+001
1,0023451E-001	1,725057951636796E+001
1,0023068E-001	1,725257466131411E+001
1,4111985E-001	2,689823027850548E+001
1,5019488E-001	2,797305854891354E+001
1,5024838E-001	2,733716032728299E+001
1,5019488E-001	2,694327724238149E+001
1,5017577E-001	2,666577962909385E+001
1,5019105E-001	2,646273252160849E+001
1,5021780E-001	2,630665674900419E+001
1,5021017E-001	2,620002765962533E+001
1,5021780E-001	2,612164576143552E+001
1,5021780E-001	2,606887022108557E+001
1,5021016E-001	2,602381170973917E+001
1,5019488E-001	2,598570459856227E+001
1,5018342E-001	2,596815137317377E+001
1,5019107E-001	2,595190090698871E+001
1,5019870E-001	2,593759420115244E+001
1,5021017E-001	2,591796441092266E+001
1,5023309E-001	2,591031769480237E+001
1,5020634E-001	2,590466592845475E+001
1,5015666E-001	2,590208279392905E+001
1,5021399E-001	2,589226135050467E+001
1,5019870E-001	2,588423463025490E+001
1,5023309E-001	2,588457895208672E+001
1,5017195E-001	2,588299072954294E+001
1,5018341E-001	2,587942611382178E+001
1,5022545E-001	2,586740968705033E+001
1,5022163E-001	2,586726176453072E+001
1,5020634E-001	2,587020791672002E+001
1,5018341E-001	2,587183656361174E+001
1,5018724E-001	2,586581308094615E+001
1,5024073E-001	2,586007107068452E+001
1,5025602E-001	2,586676742819926E+001
1,5019105E-001	2,586895591816849E+001
1,5016814E-001	2,586599422146892E+001
1,5020634E-001	2,585878338754652E+001
1,5021017E-001	2,586174547105641E+001
1,5019488E-001	2,586328791570597E+001
1,5022163E-001	2,586064406264235E+001
1,5017959E-001	2,585531488579569E+001
1,5024073E-001	2,585118285787453E+001
1,5023309E-001	2,585614855204600E+001
1,5023309E-001	2,585503619316169E+001
1,5020634E-001	2,585115171735556E+001
1,5022928E-001	2,584522372037963E+001
1,5024073E-001	2,584968804582505E+001
1,5025984E-001	2,585414578138078E+001
1,5020634E-001	2,585229361458595E+001
1,5021399E-001	2,584651860261449E+001
1,5023309E-001	2,584548639624381E+001
1,5016431E-001	2,585112349508007E+001
1,5017959E-001	2,585292091677159E+001
1,5022926E-001	2,585048065715794E+001
1,5019107E-001	2,584638705468332E+001
1,5024073E-001	2,584907277443195E+001
1,5022928E-001	2,585260252839685E+001
1,5018342E-001	2,584948176530227E+001
1,5022545E-001	2,584200809224664E+001
1,5022928E-001	2,584240104727366E+001
1,5018724E-001	2,584493074895194E+001
1,5020634E-001	2,584644358163176E+001
1,5021399E-001	2,584479656315754E+001
1,5021782E-001	2,583927065511999E+001
1,5020634E-001	2,584162877705151E+001
1,5023692E-001	2,584690887133163E+001
1,5029040E-001	2,584668085199298E+001
1,5017959E-001	2,584097056780637E+001
1,5020253E-001	2,584133483897951E+001
1,5021017E-001	2,584558413069757E+001
1,5019870E-001	2,584275341544662E+001
1,5019870E-001	2,583767230264736E+001
1,5020253E-001	2,583609771993547E+001
1,5017959E-001	2,584072697496574E+001
1,5022928E-001	2,584438073024603E+001
1,5021399E-001	2,584262767691806E+001
1,5021780E-001	2,583983001563827E+001
1,5019105E-001	2,584426419353044E+001
1,5015668E-001	2,585125977972096E+001
1,5019870E-001	2,585198216476423E+001
1,5020253E-001	2,584721991259925E+001
1,5019870E-001	2,584992469324619E+001
1,5022162E-001	2,584970522989226E+001
1,5026367E-001	2,585152266119733E+001
1,5024073E-001	2,584994800943941E+001
1,5025984E-001	2,584800482015082E+001
1,5020253E-001	2,584944271958594E+001
1,5021780E-001	2,585571724824787E+001
1,5019107E-001	2,585730636991582E+001
1,5022545E-001	2,585220773010807E+001
1,5020634E-001	2,584958838342325E+001
1,5017578E-001	2,585222056046117E+001
1,5019870E-001	2,585412130818986E+001
1,5024073E-001	2,585027679133858E+001
1,5020634E-001	2,584644615006750E+001
1,5021780E-001	2,584923651535710E+001
1,5018724E-001	2,585524026688206E+001
1,5024073E-001	2,585112025144290E+001
1,5022163E-001	2,584777979611254E+001
1,5021780E-001	2,584976726259341E+001
1,5021780E-001	2,585390443501543E+001
1,5017197E-001	2,585580636835205E+001
1,5018342E-001	2,585031962047174E+001
1,5016049E-001	2,585029053187848E+001
1,5016431E-001	2,585224339218783E+001
1,5019870E-001	2,585968741588967E+001
1,5024455E-001	2,585134626272485E+001
1,5019105E-001	2,584315075546826E+001
1,5025984E-001	2,584098778048381E+001
1,5018342E-001	2,584317658974320E+001
1,5022163E-001	2,584422999476859E+001
1,5017195E-001	2,583390246612635E+001
1,5022926E-001	2,583323970098815E+001
1,5022162E-001	2,583107181152909E+001
1,5015285E-001	2,583417437813578E+001
1,5019105E-001	2,582857280977223E+001
1,5018342E-001	2,582314843066791E+001
1,5020251E-001	2,582500939835103E+001
1,5019105E-001	2,583124870171605E+001
1,5016814E-001	2,583158194452232E+001
1,5021399E-001	2,582470905120599E+001
1,5018341E-001	2,582248117753826E+001
1,5017959E-001	2,582454424407292E+001
1,5021017E-001	2,582529586076062E+001
1,5019487E-001	2,582091322019274E+001
1,5022163E-001	2,581798245801849E+001
1,5020634E-001	2,582161706428096E+001
1,5027894E-001	2,582759082732555E+001
1,5020253E-001	2,582580546427385E+001
1,5018724E-001	2,581565390456916E+001
1,5024073E-001	2,581741651638432E+001
1,5013756E-001	2,582261442224683E+001
1,5022928E-001	2,582694671071687E+001
1,5025219E-001	2,582107857740517E+001
1,5017195E-001	2,581836131659434E+001
1,5021780E-001	2,582180442657512E+001
1,5017578E-001	2,582250984575188E+001
1,5021782E-001	2,582326513866342E+001
1,5018341E-001	2,581332899949639E+001
1,5022928E-001	2,581360920732817E+001
1,5023309E-001	2,581349742067374E+001
1,5025984E-001	2,581456694241402E+001
1,5022545E-001	2,580749506837978E+001
1,5023690E-001	2,580788334353607E+001
1,5021399E-001	2,580863172841215E+001
1,5019488E-001	2,581277104164233E+001
1,5019105E-001	2,581026181954830E+001
1,5021780E-001	2,580354976264656E+001
1,5021016E-001	2,580662954711768E+001
1,5019488E-001	2,580988733070827E+001
1,5022928E-001	2,581222391600290E+001
1,5021399E-001	2,580249940556437E+001
1,5017959E-001	2,580320214567916E+001
1,5018341E-001	2,580480151057247E+001
1,5019107E-001	2,580706175843230E+001
1,5019870E-001	2,580341756888712E+001
1,5021780E-001	2,579824451806674E+001
1,5016049E-001	2,580255725735721E+001
1,5019488E-001	2,580542109867711E+001
1,5018342E-001	2,580727719689905E+001
1,5021782E-001	2,579970409070493E+001
1,5017959E-001	2,580186854731783E+001
1,5018724E-001	2,580693039894717E+001
1,5021016E-001	2,580911466757230E+001
1,5020253E-001	2,580522455364346E+001
1,5022545E-001	2,580177022540068E+001
1,5021782E-001	2,580678984527846E+001
1,5020634E-001	2,580899236112695E+001
1,5022162E-001	2,581321094910889E+001
1,5022163E-001	2,580698622399131E+001
1,5022163E-001	2,581122579853078E+001
1,5022928E-001	2,581435608463586E+001
1,5021399E-001	2,581408506526561E+001
1,5020253E-001	2,580645357970601E+001
1,5019488E-001	2,580328594428052E+001
1,5022163E-001	2,580832515568102E+001
1,5018341E-001	2,581111265002939E+001
1,5024838E-001	2,580918264357194E+001
1,5020253E-001	2,580245701702875E+001
1,5021780E-001	2,580272796620857E+001
1,5018724E-001	2,580377271110801E+001
1,5021399E-001	2,580492797732677E+001
1,5021016E-001	2,580194957988214E+001
1,5018724E-001	2,580016972258315E+001
1,5022928E-001	2,580623469809342E+001
1,5019107E-001	2,580856494908307E+001
1,5025984E-001	2,580459711031401E+001
1,5022163E-001	2,579873147829938E+001
1,5024838E-001	2,580227546375573E+001
1,5018724E-001	2,580393894074172E+001
1,5021399E-001	2,580520528980325E+001
1,5018724E-001	2,580045845435619E+001
1,5017577E-001	2,580049307273475E+001
1,5024838E-001	2,580512386432512E+001
1,5022926E-001	2,580634635352227E+001
1,5019870E-001	2,580126386590608E+001
1,5019870E-001	2,579440227096040E+001
1,5020253E-001	2,579974852544421E+001
1,5019870E-001	2,580392998459525E+001
1,5022163E-001	2,580435507654020E+001
1,5019488E-001	2,579821244180250E+001
1,5018724E-001	2,579846107996186E+001
1,5019870E-001	2,580687077026830E+001
1,5025984E-001	2,580708106652300E+001
1,5023309E-001	2,580262718838925E+001
1,5017578E-001	2,580033864653761E+001
1,5021017E-001	2,580920612227126E+001
1,5022545E-001	2,581481364842916E+001
1,5023309E-001	2,581229414152957E+001
1,5017959E-001	2,580581808469483E+001
1,5018342E-001	2,580541039234750E+001
1,5025219E-001	2,581127559940484E+001
1,5018724E-001	2,581444759998852E+001
1,5024073E-001	2,581306417786494E+001
1,5022545E-001	2,581221186232217E+001
1,5022928E-001	2,581881653854493E+001
1,5019870E-001	2,582189912109656E+001
1,5024838E-001	2,582040486599289E+001
1,5021399E-001	2,581493492948386E+001
1,5019870E-001	2,581806263418323E+001
1,5021782E-001	2,582254304430008E+001
1,5023309E-001	2,582295419085587E+001
1,5018342E-001	2,581891641533273E+001
1,5019488E-001	2,581893690521667E+001
1,5018724E-001	2,582293066676165E+001
1,5022928E-001	2,582394721418113E+001
1,5021399E-001	2,582128617590590E+001
1,5022163E-001	2,581694266688504E+001
1,5022928E-001	2,581904315407495E+001
1,5018342E-001	2,582267015840851E+001
1,5020253E-001	2,582397839437296E+001
1,5021780E-001	2,582162008132510E+001
1,5023309E-001	2,581935719483910E+001
1,5019107E-001	2,582243952981688E+001
1,5021399E-001	2,582693791860239E+001
1,5020253E-001	2,582171875686470E+001
1,5022928E-001	2,582001711192426E+001
1,5027894E-001	2,582274165537382E+001
1,5019488E-001	2,582880952433204E+001
1,5021399E-001	2,583004988347898E+001
1,5021780E-001	2,582676988652417E+001
1,5024073E-001	2,582916268634353E+001
1,5025984E-001	2,583564750630105E+001
1,5021017E-001	2,583651390298239E+001
1,9116811E-001	3,552519697288141E+001
2,0028517E-001	3,642401129536155E+001
2,0025843E-001	3,565145053899810E+001
2,0021640E-001	3,520457964224165E+001
2,0023932E-001	3,492393998595166E+001
2,0023932E-001	3,473586096890180E+001
2,0025460E-001	3,461376758889486E+001
2,0022786E-001	3,454257143917759E+001
2,0026606E-001	3,450234615816264E+001
2,0018582E-001	3,447405506781782E+001
2,0021257E-001	3,444789949846200E+001
2,0021638E-001	3,443775563605364E+001
2,0022404E-001	3,442960466157405E+001
2,0024696E-001	3,442852377928357E+001
2,0020492E-001	3,441362653617041E+001
2,0024313E-001	3,440508960510758E+001
2,0020494E-001	3,440747097113454E+001
2,0024313E-001	3,440951553219083E+001
2,0023549E-001	3,440909801356456E+001
2,0019728E-001	3,439716072764898E+001
2,0019729E-001	3,439837952650790E+001
2,0018582E-001	3,439986301195797E+001
2,0023932E-001	3,440473021941735E+001
2,0022786E-001	3,439613691017927E+001
2,0022786E-001	3,439458068302814E+001
2,0020492E-001	3,439981804430547E+001
2,0023167E-001	3,440258147745023E+001
2,0019728E-001	3,440504888702794E+001
2,0024313E-001	3,439232534849851E+001
2,0025842E-001	3,439447768314761E+001
2,0021638E-001	3,440223034676509E+001
2,0024696E-001	3,440520569931827E+001
2,0023169E-001	3,439503643026256E+001
2,0019346E-001	3,439292063659948E+001
2,0024696E-001	3,442725209651218E+001
2,0021638E-001	3,457026167425210E+001
2,0020111E-001	3,457266749172621E+001
2,0017055E-001	3,456444932440434E+001
2,0020111E-001	3,456821521118771E+001
2,0019346E-001	3,456663817562541E+001
2,0019728E-001	3,456812841156393E+001
2,0023550E-001	3,445594198828920E+001
2,0023167E-001	3,452825471518310E+001
2,0023932E-001	3,454273248273024E+001
2,0023549E-001	3,455347516183463E+001
2,0020492E-001	3,455438730861670E+001
2,0017819E-001	3,455198477941173E+001
2,0019728E-001	3,455923391060682E+001
2,0019346E-001	3,456112951917522E+001
2,0020111E-001	3,456808603561682E+001
2,0026988E-001	3,456155357390394E+001
2,0022403E-001	3,456155614195821E+001
2,0025842E-001	3,456666656002554E+001
2,0023932E-001	3,457142294289716E+001
2,0022021E-001	3,456863375444169E+001
2,0023550E-001	3,456823912247371E+001
2,0019728E-001	3,458104489061948E+001
2,0023550E-001	3,458535030454661E+001
2,0024313E-001	3,458353514336794E+001
2,0018201E-001	3,457583140934764E+001
2,0018964E-001	3,458107404024791E+001
2,0021257E-001	3,458630570389325E+001
2,0021640E-001	3,459410083806234E+001
2,0020875E-001	3,459501086387268E+001
2,0021638E-001	3,459290078233744E+001
2,0021638E-001	3,460286677227427E+001
2,0025079E-001	3,460634535665169E+001
2,0019346E-001	3,460578046177048E+001
2,0021640E-001	3,459465908850369E+001
2,0022786E-001	3,460094574027383E+001
2,0021257E-001	3,460629556569585E+001
2,0023550E-001	3,461212222447341E+001
2,0022786E-001	3,461083801194707E+001
2,0021257E-001	3,460599466465675E+001
2,0020111E-001	3,461319583137308E+001
2,0027752E-001	3,461738210238339E+001
2,0026223E-001	3,461586641020642E+001
2,0025842E-001	3,460578362415459E+001
2,0021258E-001	3,461014209747026E+001
2,0025843E-001	3,461530937970529E+001
2,0018201E-001	3,461539917615531E+001
2,0025842E-001	3,460997309340716E+001
2,0019728E-001	3,460800369257004E+001
2,0020492E-001	3,462104788769327E+001
2,0021257E-001	3,462178810911700E+001
2,0023932E-001	3,461558359998810E+001
2,0022021E-001	3,460763821862282E+001
2,0020492E-001	3,461604053893397E+001
2,0025079E-001	3,462097767666245E+001
2,0024313E-001	3,462123324154928E+001
2,0027372E-001	3,460908003003010E+001
2,0025460E-001	3,460263468990146E+001
2,0026606E-001	3,461450560160881E+001
2,0026989E-001	3,461637913910121E+001
2,0021640E-001	3,461566186537093E+001
2,0025460E-001	3,460800267480879E+001
2,0021257E-001	3,461156894916036E+001
2,0022786E-001	3,461471988765549E+001
2,0019346E-001	3,461216510014587E+001
2,0026989E-001	3,460604770726062E+001
2,0025460E-001	3,460465362305793E+001
2,0016672E-001	3,461291082388908E+001
2,0022786E-001	3,461173955081872E+001
2,0023167E-001	3,460475282807753E+001
2,0023167E-001	3,459823938873451E+001
2,0020875E-001	3,460618133229453E+001
2,0022403E-001	3,461099033586449E+001
2,0019728E-001	3,460871591030045E+001
2,0019346E-001	3,460168311669627E+001
2,0024696E-001	3,460244755992237E+001
2,0024315E-001	3,461408413171902E+001
2,0022021E-001	3,461792402592003E+001
2,0022403E-001	3,461351891335146E+001
2,0023932E-001	3,461460550395508E+001
2,0023549E-001	3,461653931595462E+001
2,0021640E-001	3,462439555013135E+001
2,0024313E-001	3,461956712593712E+001
2,0024315E-001	3,461312950217830E+001
2,0022021E-001	3,461548724531037E+001
2,0023932E-001	3,462211541396536E+001
2,0022786E-001	3,462069312541625E+001
2,0025459E-001	3,460983821257489E+001
2,0023550E-001	3,460558389804481E+001
2,0019346E-001	3,460951488035236E+001
2,0023167E-001	3,461184654697621E+001
2,0022404E-001	3,460453293671455E+001
2,0017053E-001	3,460152186257232E+001
2,0020492E-001	3,460286349010865E+001
2,0025460E-001	3,460314972592521E+001
2,0027372E-001	3,459583876153764E+001
2,0019728E-001	3,458481131222342E+001
2,0025842E-001	3,458243790823280E+001
2,0019346E-001	3,458751973438046E+001
2,0022021E-001	3,458805175267393E+001
2,0018965E-001	3,458278219382499E+001
2,0024315E-001	3,462447089574484E+001
2,0018964E-001	3,470893614369770E+001
2,0021257E-001	3,472947706752593E+001
2,0023932E-001	3,472434219495969E+001
2,0023932E-001	3,472327434977890E+001
2,0027754E-001	3,473106474456799E+001
2,0022021E-001	3,474405335344714E+001
2,0025079E-001	3,476390805441868E+001
2,0021638E-001	3,476444090202735E+001
2,0023550E-001	3,477021589835855E+001
2,0021257E-001	3,477413217882247E+001
2,0023932E-001	3,478180360540787E+001
2,0026223E-001	3,477934922759928E+001
2,0025460E-001	3,477339590484758E+001
2,0022403E-001	3,477432876009575E+001
2,0017055E-001	3,478215229468670E+001
2,0021640E-001	3,478789798117218E+001
2,0020492E-001	3,477845429883522E+001
2,0023932E-001	3,478078789722181E+001
2,0022403E-001	3,478992651592191E+001
2,0019346E-001	3,479768495880590E+001
2,0022786E-001	3,479011777798118E+001
2,0023167E-001	3,478972897105608E+001
2,0026606E-001	3,479550338602740E+001
2,0025077E-001	3,480482349887270E+001
2,0023167E-001	3,480675828590888E+001
2,0023550E-001	3,479408186881009E+001
2,0025842E-001	3,479902561206852E+001
2,0026606E-001	3,480868860898621E+001
2,0021257E-001	3,481085235797276E+001
2,0021638E-001	3,480090696282406E+001
2,0021640E-001	3,480139435221015E+001
2,0022403E-001	3,480900735899426E+001
2,0028517E-001	3,481534937041547E+001
2,0031191E-001	3,481349724329348E+001
2,0019346E-001	3,480073988594606E+001
2,0019728E-001	3,480382573120833E+001
2,0025843E-001	3,481099185382589E+001
2,0018964E-001	3,482128304137225E+001
2,0025460E-001	3,481870182945401E+001
2,0018965E-001	3,481901122963883E+001
2,0023932E-001	3,482425558935994E+001
2,0026606E-001	3,483204546458724E+001
2,0024696E-001	3,483190632044921E+001
2,0024696E-001	3,482295105746663E+001
2,0024696E-001	3,483317958479412E+001
2,0025077E-001	3,483662243079784E+001
2,0023167E-001	3,484284271293740E+001
2,0025460E-001	3,483390073196809E+001
2,0025462E-001	3,483500980105739E+001
2,0025077E-001	3,484065856676406E+001
2,0026606E-001	3,484371227091225E+001
2,0026223E-001	3,484199938329573E+001
2,0028135E-001	3,483637401007623E+001
2,0023169E-001	3,484453411236368E+001
2,0024696E-001	3,484721265247040E+001
2,0024696E-001	3,485145280531799E+001
2,0027752E-001	3,484513439619231E+001
2,0025462E-001	3,485230397034804E+001
2,0020875E-001	3,486107249779123E+001
2,0025843E-001	3,486613332097816E+001
2,0022021E-001	3,486127634224828E+001
2,0023550E-001	3,485739117369311E+001
2,0024696E-001	3,472737407446133E+001
2,0028134E-001	3,470503314295823E+001
2,0018582E-001	3,473137810974925E+001
2,0020874E-001	3,473742980515360E+001
2,0025842E-001	3,485876853121081E+001
2,0020875E-001	3,490553813688449E+001
2,0024696E-001	3,492892396434905E+001
2,0021638E-001	3,493333698249643E+001
2,0024696E-001	3,493480009288495E+001
2,0023932E-001	3,496222740070672E+001
2,0023550E-001	3,497872445999189E+001
2,0025079E-001	3,498915233195942E+001
2,0019728E-001	3,498112600042730E+001
2,0023932E-001	3,499496033686688E+001
2,0022786E-001	3,499750535112184E+001
2,0022404E-001	3,503741871882936E+001
2,0022021E-001	3,504011307390842E+001
2,0022404E-001	3,505934353093718E+001
2,0022403E-001	3,490709201113030E+001
2,0022021E-001	3,495318402050391E+001
2,0022403E-001	3,496477195490919E+001
2,0023167E-001	3,497293806000440E+001
2,0027371E-001	3,499101990555396E+001
2,0020111E-001	3,499888543309640E+001
2,0024313E-001	3,500836167540123E+001
2,0023550E-001	3,460574107273140E+001
2,0020492E-001	3,433432625493128E+001
2,0022021E-001	3,443505991989058E+001
2,0023550E-001	3,447349494893770E+001
2,0022403E-001	3,449453374494037E+001
2,0022786E-001	3,449711601200390E+001
2,0023550E-001	3,451196859340328E+001
2,0022786E-001	3,337539370087567E+001
2,0019728E-001	3,304545363554911E+001
2,0022786E-001	3,315148215080085E+001
2,0018582E-001	3,322475482263479E+001
2,0021257E-001	3,328335174260262E+001
2,0023550E-001	3,332063275779613E+001
2,0022021E-001	3,334668330090418E+001
2,0020492E-001	3,336691871630183E+001
2,0026225E-001	3,338751041985547E+001
2,0025459E-001	3,340464202276628E+001
2,4124694E-001	3,341491307233540E+001
2,4828151E-001	4,353313937488609E+001
2,5021115E-001	4,344958463415838E+001
2,5021115E-001	4,262394988506011E+001
2,5021115E-001	4,222870244847010E+001
2,5023025E-001	4,202994217657277E+001
2,5021499E-001	4,192264592523554E+001
2,5023791E-001	4,185781214216459E+001
2,5022262E-001	4,182686401668795E+001
2,5025702E-001	4,181995448816257E+001
2,5021118E-001	4,181625074127336E+001
2,5020733E-001	4,180771719003238E+001
2,5020352E-001	4,181272273520278E+001
2,5022262E-001	4,183189208306863E+001
2,5022644E-001	4,183687115347640E+001
2,5022644E-001	4,183229164591442E+001
2,5020733E-001	4,183418871322309E+001
2,5026083E-001	4,184787755176470E+001
2,5019205E-001	4,185856732788313E+001
2,5022262E-001	4,185733743893605E+001
2,5019589E-001	4,185760645139401E+001
2,5023791E-001	4,187289282797037E+001
2,5023410E-001	4,189253764810775E+001
2,5021115E-001	4,189228377313185E+001
2,5021115E-001	4,188699995112948E+001
2,5021496E-001	4,188890422745322E+001
2,5025702E-001	4,190260990864662E+001
2,5018823E-001	4,191440513370655E+001
2,5022644E-001	4,191350667482156E+001
2,5025702E-001	4,191946426011609E+001
2,5023410E-001	4,192658243351369E+001
2,5026846E-001	4,193995941749420E+001
2,5020733E-001	4,193973959479577E+001
2,5024936E-001	4,193874082768070E+001
2,5024554E-001	4,194273085921461E+001
2,5023791E-001	4,195456195082208E+001
2,5022262E-001	4,196011138104650E+001
2,5024936E-001	4,194845336073245E+001
2,5020352E-001	4,195314691019795E+001
2,5025317E-001	4,196044511060815E+001
2,5027612E-001	4,196453003426480E+001
2,5021496E-001	4,196111254531739E+001
2,5025320E-001	4,195800186408646E+001
2,5024173E-001	4,195720235539928E+001
2,5017676E-001	4,196561480068015E+001
2,5020352E-001	4,197092586343638E+001
2,5018442E-001	4,195895078531405E+001
2,5027993E-001	4,195933026301529E+001
2,5020352E-001	4,196969039663882E+001
2,5026083E-001	4,197767750774147E+001
2,5019586E-001	4,197258191663985E+001
2,5024936E-001	4,197183668957024E+001
2,5023410E-001	4,197882800902176E+001
2,5023025E-001	4,198702029972554E+001
2,5019205E-001	4,199036692685476E+001
2,5027230E-001	4,197503028553715E+001
2,5025702E-001	4,198066533740680E+001
2,5026083E-001	4,198527636505013E+001
2,5026083E-001	4,199364243505518E+001
2,5022644E-001	4,198701491718756E+001
2,5020733E-001	4,198303592157313E+001
2,5022644E-001	4,198910241342560E+001
2,5019586E-001	4,199846108294302E+001
2,5022644E-001	4,200470685260154E+001
2,5021499E-001	4,199633110623516E+001
2,5020352E-001	4,200401452165143E+001
2,5026849E-001	4,201894873070790E+001
2,5017676E-001	4,202716540724603E+001
2,5021115E-001	4,202112768584107E+001
2,5024173E-001	4,201900759835465E+001
2,5021499E-001	4,202532746088003E+001
2,5024554E-001	4,202881408816537E+001
2,5024554E-001	4,203069722343633E+001
2,5020733E-001	4,201889464363988E+001
2,5023025E-001	4,203128083932632E+001
2,5024554E-001	4,203845490109202E+001
2,5016913E-001	4,204681585635085E+001
2,5020352E-001	4,203311606886487E+001
2,5019205E-001	4,203694198982944E+001
2,5018060E-001	4,204294739693305E+001
2,5021499E-001	4,205135484496039E+001
2,5025702E-001	4,204965418878950E+001
2,5020733E-001	4,203958984527353E+001
2,5021496E-001	4,205489837837509E+001
2,5017676E-001	4,208182043182010E+001
2,5021499E-001	4,208298515429215E+001
2,5024939E-001	4,207129494251001E+001
2,5027230E-001	4,207994383036278E+001
2,5022262E-001	4,208745028120548E+001
2,5021499E-001	4,209500345446148E+001
2,5020733E-001	4,209005903676455E+001
2,5023791E-001	4,207671994951352E+001
2,5022262E-001	4,208494071235547E+001
2,5020352E-001	4,208888183336568E+001
2,5022644E-001	4,209379543364849E+001
2,5019205E-001	4,207711804370082E+001
2,5023025E-001	4,208452311362056E+001
2,5020352E-001	4,209215494593614E+001
2,5020733E-001	4,209407093643254E+001
2,5019971E-001	4,209106844917408E+001
2,5023407E-001	4,208187456924212E+001
2,5024936E-001	4,209223775309766E+001
2,5021496E-001	4,209935604856557E+001
2,5023025E-001	4,210091276399797E+001
2,5021499E-001	4,208670549587783E+001
2,5022644E-001	4,209197729090236E+001
2,5020352E-001	4,209670984946308E+001
2,5022644E-001	4,209833881984115E+001
2,5021881E-001	4,209414016937497E+001
2,5024554E-001	4,209166466500946E+001
2,5020352E-001	4,210695824602325E+001
2,5021115E-001	4,211082925899946E+001
2,5021115E-001	4,210959481530372E+001
2,5021115E-001	4,209688838187726E+001
2,5019971E-001	4,210247563330014E+001
2,5018060E-001	4,211026988703708E+001
2,5018823E-001	4,211567012673650E+001
2,5023025E-001	4,210960430627075E+001
2,5022644E-001	4,218156509300074E+001
2,5023025E-001	4,234378284383333E+001
2,5022262E-001	4,235099988197952E+001
2,5019586E-001	4,235257389477562E+001
2,5021878E-001	4,235164274240835E+001
2,5022262E-001	4,236354484231840E+001
2,5021881E-001	4,237696182568957E+001
2,5018823E-001	4,237864483888517E+001
2,5022644E-001	4,237051341549249E+001
2,5023407E-001	4,237224665528237E+001
2,5023025E-001	4,238507937197618E+001
2,5020733E-001	4,238906754575247E+001
2,5023407E-001	4,238711605720830E+001
2,5020733E-001	4,238017088033607E+001
2,5021115E-001	4,238497575182586E+001
2,5022262E-001	4,238980721328214E+001
2,5018823E-001	4,239034435776592E+001
2,5021118E-001	4,238466303209140E+001
2,5019589E-001	4,238556788593505E+001
2,5021881E-001	4,240070673748327E+001
2,5021499E-001	4,240287885133819E+001
2,5021881E-001	4,239896098853779E+001
2,5021115E-001	4,239551937315544E+001
2,5020733E-001	4,240269333039844E+001
2,5021496E-001	4,240788537230817E+001
2,5018442E-001	4,240759226469579E+001
2,5019205E-001	4,240083150936752E+001
2,5019586E-001	4,240208056564298E+001
2,5021499E-001	4,241738208275315E+001
2,5017676E-001	4,241714093894823E+001
2,5018442E-001	4,240943340548936E+001
2,5020352E-001	4,240694051831091E+001
2,5019971E-001	4,241918493542931E+001
2,5027612E-001	4,242530523282514E+001
2,5022644E-001	4,242012888152860E+001
2,5018442E-001	4,241793834878893E+001
2,5021881E-001	4,242351673943278E+001
2,5019586E-001	4,243344678957988E+001
2,5016531E-001	4,243544553612085E+001
2,5022644E-001	4,242321845222433E+001
2,5017294E-001	4,242251719869709E+001
2,5019971E-001	4,243406588215533E+001
2,5019971E-001	4,243832209793058E+001
2,5021881E-001	4,242991246560754E+001
2,5020733E-001	4,242525078870145E+001
2,5017676E-001	4,242936723243947E+001
2,5026846E-001	4,244013395329252E+001
2,5021115E-001	4,243731819928461E+001
2,5024554E-001	4,243141986005480E+001
2,5023025E-001	4,243420370411926E+001
2,5017294E-001	4,244262015483237E+001
2,5019971E-001	4,244719488181562E+001
2,5023028E-001	4,244170486931731E+001
2,5023791E-001	4,244206853357210E+001
2,5023791E-001	4,244657683294135E+001
2,5022644E-001	4,246105227504898E+001
2,5023025E-001	4,245824814518689E+001
2,5023410E-001	4,244862070277448E+001
2,5022262E-001	4,245216153690934E+001
2,5023410E-001	4,246030559686849E+001
2,5023025E-001	4,246460818105312E+001
2,5022644E-001	4,245411937692462E+001
2,5025320E-001	4,245480907115591E+001
2,5019205E-001	4,246431050038154E+001
2,5017294E-001	4,247292964503897E+001
2,5019971E-001	4,246532778022291E+001
2,5023410E-001	4,246284207459371E+001
2,5021496E-001	4,246213123091730E+001
2,5020352E-001	4,246998184451895E+001
2,5019971E-001	4,247623479954141E+001
