Ewe/V	<I>/mA	cycle number	
1,3394495E-002	1,018325099721551E-003	1,000000000000000E+000
1,3978547E-002	1,569989441400643E-002	1,000000000000000E+000
1,5091398E-002	4,902238637979084E-002	1,000000000000000E+000
1,6043946E-002	5,879570740701934E-002	1,000000000000000E+000
1,7141894E-002	6,413578076495086E-002	1,000000000000000E+000
1,8046880E-002	6,744719991951992E-002	1,000000000000000E+000
1,9106194E-002	7,026309588561891E-002	1,000000000000000E+000
2,0128360E-002	7,307395318316094E-002	1,000000000000000E+000
2,1132266E-002	7,493214789105385E-002	1,000000000000000E+000
2,2161862E-002	7,762885274132725E-002	1,000000000000000E+000
2,3091471E-002	7,947681732346434E-002	1,000000000000000E+000
2,4091134E-002	8,144671891608990E-002	1,000000000000000E+000
2,5125500E-002	8,464706564942981E-002	1,000000000000000E+000
2,6090639E-002	8,681357338921036E-002	1,000000000000000E+000
2,7076503E-002	8,758787526878442E-002	1,000000000000000E+000
2,8101213E-002	8,928064929528451E-002	1,000000000000000E+000
2,9061390E-002	9,109615646432068E-002	1,000000000000000E+000
3,0067425E-002	9,256953584392458E-002	1,000000000000000E+000
3,1146480E-002	9,420806800739667E-002	1,000000000000000E+000
3,2087132E-002	9,593981029077825E-002	1,000000000000000E+000
3,3032447E-002	9,774010568313957E-002	1,000000000000000E+000
3,4106623E-002	9,936357893618875E-002	1,000000000000000E+000
3,5136003E-002	1,009765017531916E-001	1,000000000000000E+000
3,6165386E-002	1,027729830432997E-001	1,000000000000000E+000
3,7108153E-002	1,038987583403168E-001	1,000000000000000E+000
3,8118646E-002	1,061357243775597E-001	1,000000000000000E+000
3,9108969E-002	1,076938260941664E-001	1,000000000000000E+000
4,0167641E-002	1,087798325978740E-001	1,000000000000000E+000
4,1088127E-002	1,105693158525454E-001	1,000000000000000E+000
4,2017311E-002	1,120652758917360E-001	1,000000000000000E+000
4,3171812E-002	1,167835278837527E-001	1,000000000000000E+000
4,4112131E-002	1,153129095716094E-001	1,000000000000000E+000
4,5102663E-002	1,166305678262791E-001	1,000000000000000E+000
4,6060722E-002	1,178051210396616E-001	1,000000000000000E+000
4,7032576E-002	1,189425072128265E-001	1,000000000000000E+000
4,8015680E-002	1,204296098504631E-001	1,000000000000000E+000
4,9107257E-002	1,218665090079110E-001	1,000000000000000E+000
5,0134733E-002	1,233409966807808E-001	1,000000000000000E+000
5,1114012E-002	1,246316624262067E-001	1,000000000000000E+000
5,2116014E-002	1,266028435461013E-001	1,000000000000000E+000
5,3060271E-002	1,281895251013343E-001	1,000000000000000E+000
5,4085832E-002	1,295141164316913E-001	1,000000000000000E+000
5,5128157E-002	1,318476848407757E-001	1,000000000000000E+000
5,6113593E-002	1,329181673677848E-001	1,000000000000000E+000
5,7058286E-002	1,345260427592118E-001	1,000000000000000E+000
5,8087874E-002	1,363588462376764E-001	1,000000000000000E+000
5,9180733E-002	1,378546944146775E-001	1,000000000000000E+000
6,0189307E-002	1,392921706558110E-001	1,000000000000000E+000
6,1111912E-002	1,409289569128307E-001	1,000000000000000E+000
6,2006287E-002	1,424759823906547E-001	1,000000000000000E+000
6,3075304E-002	1,477861520704920E-001	1,000000000000000E+000
6,4147167E-002	1,457224051183507E-001	1,000000000000000E+000
6,5048970E-002	1,476319685526604E-001	1,000000000000000E+000
6,6064134E-002	1,488510541255694E-001	1,000000000000000E+000
6,7025363E-002	1,502577903706377E-001	1,000000000000000E+000
6,7998283E-002	1,518697547338279E-001	1,000000000000000E+000
6,9104731E-002	1,529815908935344E-001	1,000000000000000E+000
7,0119880E-002	1,543735181007331E-001	1,000000000000000E+000
7,1054585E-002	1,557479557555381E-001	1,000000000000000E+000
7,2083756E-002	1,568798863639437E-001	1,000000000000000E+000
7,3092118E-002	1,578945305922792E-001	1,000000000000000E+000
7,4029580E-002	1,586983187719148E-001	1,000000000000000E+000
7,5088486E-002	1,597859208704908E-001	1,000000000000000E+000
7,6067336E-002	1,607330751139676E-001	1,000000000000000E+000
7,7059358E-002	1,625040509324105E-001	1,000000000000000E+000
7,8082591E-002	1,637557485503045E-001	1,000000000000000E+000
7,9132557E-002	1,651553062515126E-001	1,000000000000000E+000
7,9992115E-002	1,668939461750500E-001	1,000000000000000E+000
8,1012160E-002	1,685975848490178E-001	1,000000000000000E+000
8,2134090E-002	1,700966802761998E-001	1,000000000000000E+000
8,3052032E-002	1,716477234278706E-001	1,000000000000000E+000
8,4076390E-002	1,771783550244042E-001	1,000000000000000E+000
8,5033923E-002	1,754728647906130E-001	1,000000000000000E+000
8,6092591E-002	1,768652645276044E-001	1,000000000000000E+000
8,7104566E-002	1,787335384999302E-001	1,000000000000000E+000
8,8082366E-002	1,800531032236508E-001	1,000000000000000E+000
8,9056544E-002	1,816316144023507E-001	1,000000000000000E+000
9,0108432E-002	1,834791473682145E-001	1,000000000000000E+000
9,1087930E-002	1,850299302669667E-001	1,000000000000000E+000
9,2048325E-002	1,866141261351817E-001	1,000000000000000E+000
9,3143508E-002	1,880021296933094E-001	1,000000000000000E+000
9,4122373E-002	1,895899272963613E-001	1,000000000000000E+000
9,5037758E-002	1,910447429011888E-001	1,000000000000000E+000
9,6037418E-002	1,925096912050832E-001	1,000000000000000E+000
9,7100131E-002	1,938942470846494E-001	1,000000000000000E+000
9,8015733E-002	1,954047920751498E-001	1,000000000000000E+000
9,8989494E-002	1,961152021799029E-001	1,000000000000000E+000
1,0011525E-001	1,972539670273870E-001	1,000000000000000E+000
1,0097927E-001	1,981615158858607E-001	1,000000000000000E+000
1,0221201E-001	1,987727882159464E-001	1,000000000000000E+000
1,0316199E-001	1,990962587685017E-001	1,000000000000000E+000
1,0402369E-001	1,995180836982199E-001	1,000000000000000E+000
1,0514944E-001	2,009513800342879E-001	1,000000000000000E+000
1,0607056E-001	2,022079084094409E-001	1,000000000000000E+000
1,0701095E-001	2,074094956042245E-001	1,000000000000000E+000
1,0812123E-001	2,060354657910974E-001	1,000000000000000E+000
1,0905019E-001	2,078026873447625E-001	1,000000000000000E+000
1,1014835E-001	2,097183047121185E-001	1,000000000000000E+000
1,1107754E-001	2,111623027336069E-001	1,000000000000000E+000
1,1205386E-001	2,135170822730292E-001	1,000000000000000E+000
1,1309683E-001	2,148254021562432E-001	1,000000000000000E+000
1,1411919E-001	2,169454101498965E-001	1,000000000000000E+000
1,1511037E-001	2,184272180311382E-001	1,000000000000000E+000
1,1601748E-001	2,202526965152685E-001	1,000000000000000E+000
1,1710843E-001	2,218791340710600E-001	1,000000000000000E+000
1,1798305E-001	2,236727568605508E-001	1,000000000000000E+000
1,1913322E-001	2,253688149180058E-001	1,000000000000000E+000
1,2007642E-001	2,269352329248147E-001	1,000000000000000E+000
1,2106930E-001	2,282114834265982E-001	1,000000000000000E+000
1,2202544E-001	2,307249496872030E-001	1,000000000000000E+000
1,2305286E-001	2,323019174056959E-001	1,000000000000000E+000
1,2402939E-001	2,354400709607747E-001	1,000000000000000E+000
1,2512840E-001	2,350445453776038E-001	1,000000000000000E+000
1,2606163E-001	2,359243555951647E-001	1,000000000000000E+000
1,2708910E-001	2,370994919005582E-001	1,000000000000000E+000
1,2806731E-001	2,379943180906907E-001	1,000000000000000E+000
1,2915273E-001	2,388606594953062E-001	1,000000000000000E+000
1,3005157E-001	2,385950825280612E-001	1,000000000000000E+000
1,3109730E-001	2,387547339442087E-001	1,000000000000000E+000
1,3205960E-001	2,388820280967696E-001	1,000000000000000E+000
1,3301808E-001	2,391281469543984E-001	1,000000000000000E+000
1,3413873E-001	2,407716204696850E-001	1,000000000000000E+000
1,3514328E-001	2,425329942877106E-001	1,000000000000000E+000
1,3606951E-001	2,440653820522130E-001	1,000000000000000E+000
1,3706937E-001	2,465466011005146E-001	1,000000000000000E+000
1,3809070E-001	2,484743639102418E-001	1,000000000000000E+000
1,3916381E-001	2,505446669593877E-001	1,000000000000000E+000
1,4005415E-001	2,526376589408357E-001	1,000000000000000E+000
1,4108205E-001	2,548361239540915E-001	1,000000000000000E+000
1,4206704E-001	2,567443618447434E-001	1,000000000000000E+000
1,4311597E-001	2,587485082654504E-001	1,000000000000000E+000
1,4404707E-001	2,607666426079538E-001	1,000000000000000E+000
1,4502177E-001	2,660138578050668E-001	1,000000000000000E+000
1,4603873E-001	2,648332763152830E-001	1,000000000000000E+000
1,4708273E-001	2,667322796252041E-001	1,000000000000000E+000
1,4811680E-001	2,684892033381994E-001	1,000000000000000E+000
1,4908971E-001	2,703184982916973E-001	1,000000000000000E+000
1,5004776E-001	2,718599168066351E-001	1,000000000000000E+000
1,5103957E-001	2,738922621744377E-001	1,000000000000000E+000
1,5199636E-001	2,748263821057568E-001	1,000000000000000E+000
1,5304740E-001	2,767995704586310E-001	1,000000000000000E+000
1,5406403E-001	2,777042605707223E-001	1,000000000000000E+000
1,5508875E-001	2,784894761215480E-001	1,000000000000000E+000
1,5608566E-001	2,793840483710587E-001	1,000000000000000E+000
1,5715262E-001	2,798890499656819E-001	1,000000000000000E+000
1,5810366E-001	2,791047292347590E-001	1,000000000000000E+000
1,5901436E-001	2,784602049375998E-001	1,000000000000000E+000
1,6008665E-001	2,776721231898094E-001	1,000000000000000E+000
1,6098164E-001	2,782037151304806E-001	1,000000000000000E+000
1,6209573E-001	2,794481777430842E-001	1,000000000000000E+000
1,6311450E-001	2,812671088613572E-001	1,000000000000000E+000
1,6401714E-001	2,834197491303918E-001	1,000000000000000E+000
1,6505544E-001	2,857119698439621E-001	1,000000000000000E+000
1,6605277E-001	2,882304678205401E-001	1,000000000000000E+000
1,6703460E-001	2,905711225337453E-001	1,000000000000000E+000
1,6803655E-001	2,967527267109200E-001	1,000000000000000E+000
1,6902857E-001	2,961289931554347E-001	1,000000000000000E+000
1,7013185E-001	2,981207253049245E-001	1,000000000000000E+000
1,7109755E-001	3,007570432188618E-001	1,000000000000000E+000
1,7205900E-001	3,025396935538280E-001	1,000000000000000E+000
1,7309476E-001	3,052004603927756E-001	1,000000000000000E+000
1,7399825E-001	3,073536563509469E-001	1,000000000000000E+000
1,7509599E-001	3,090121109400781E-001	1,000000000000000E+000
1,7609501E-001	3,109807646057257E-001	1,000000000000000E+000
1,7709255E-001	3,131349105905343E-001	1,000000000000000E+000
1,7806950E-001	3,149453211420532E-001	1,000000000000000E+000
1,7912583E-001	3,177351593039948E-001	1,000000000000000E+000
1,8004972E-001	3,190043032324579E-001	1,000000000000000E+000
1,8108058E-001	3,205470051099022E-001	1,000000000000000E+000
