Ewe/V	<I>/mA	cycle number	
2,7620466E-002	6,956929713487625E-002	1,000000000000000E+000
2,8221885E-002	5,150543462364425E-003	1,000000000000000E+000
2,9488986E-002	1,716342715096998E-001	1,000000000000000E+000
3,0666064E-002	2,308999916260492E-001	1,000000000000000E+000
3,1870700E-002	2,730076210993708E-001	1,000000000000000E+000
3,3032395E-002	3,077778131054290E-001	1,000000000000000E+000
3,4282010E-002	3,355267546527703E-001	1,000000000000000E+000
3,5467442E-002	3,605176346286001E-001	1,000000000000000E+000
3,6658678E-002	3,805695464899244E-001	1,000000000000000E+000
3,7922945E-002	3,995787112249261E-001	1,000000000000000E+000
3,9121393E-002	4,180023211002775E-001	1,000000000000000E+000
4,0257864E-002	4,340975250492598E-001	1,000000000000000E+000
4,1497756E-002	4,472342172003767E-001	1,000000000000000E+000
4,2677909E-002	4,644644711839216E-001	1,000000000000000E+000
4,3935671E-002	4,730079713109361E-001	1,000000000000000E+000
4,5053456E-002	4,894097188823956E-001	1,000000000000000E+000
4,6256371E-002	5,004651481221032E-001	1,000000000000000E+000
4,7447611E-002	5,146944479525315E-001	1,000000000000000E+000
4,8665598E-002	5,266281967762763E-001	1,000000000000000E+000
4,9914222E-002	5,380071947971978E-001	1,000000000000000E+000
5,1124860E-002	5,471044019149200E-001	1,000000000000000E+000
5,2198205E-002	5,605519082358423E-001	1,000000000000000E+000
5,3494595E-002	5,706166150242407E-001	1,000000000000000E+000
5,4645147E-002	5,836418841305815E-001	1,000000000000000E+000
5,5887509E-002	5,882944770467784E-001	1,000000000000000E+000
5,7003252E-002	6,001985512816148E-001	1,000000000000000E+000
5,8313366E-002	6,100447078545903E-001	1,000000000000000E+000
5,9549220E-002	6,211393770127920E-001	1,000000000000000E+000
6,0638212E-002	6,273130983916211E-001	1,000000000000000E+000
6,1821885E-002	6,368134262350669E-001	1,000000000000000E+000
6,3090101E-002	6,497740567299637E-001	1,000000000000000E+000
6,4248510E-002	6,579240221633693E-001	1,000000000000000E+000
6,5479942E-002	6,669862750503759E-001	1,000000000000000E+000
6,6671602E-002	6,776279740863393E-001	1,000000000000000E+000
6,7819536E-002	6,873966790477031E-001	1,000000000000000E+000
6,9048427E-002	6,945336328612415E-001	1,000000000000000E+000
7,0267335E-002	7,050724592473752E-001	1,000000000000000E+000
7,1479306E-002	7,138673710869634E-001	1,000000000000000E+000
7,2620727E-002	7,233847199499390E-001	1,000000000000000E+000
7,3862776E-002	7,312726620972825E-001	1,000000000000000E+000
7,5006321E-002	7,394820256934800E-001	1,000000000000000E+000
7,6251455E-002	7,465934863495125E-001	1,000000000000000E+000
7,7461652E-002	7,560503254903299E-001	1,000000000000000E+000
7,8665480E-002	7,651051330612977E-001	1,000000000000000E+000
7,9836197E-002	7,714315940134426E-001	1,000000000000000E+000
8,1086420E-002	7,822261404944575E-001	1,000000000000000E+000
8,2227848E-002	7,872573729449274E-001	1,000000000000000E+000
8,3455041E-002	7,939838135951325E-001	1,000000000000000E+000
8,4685549E-002	8,018738739451203E-001	1,000000000000000E+000
8,5853219E-002	8,130735639068805E-001	1,000000000000000E+000
8,7057911E-002	8,185196196556905E-001	1,000000000000000E+000
8,8250279E-002	8,250572068823707E-001	1,000000000000000E+000
8,9436710E-002	8,322779066834860E-001	1,000000000000000E+000
9,0642944E-002	8,425611077368025E-001	1,000000000000000E+000
9,1778427E-002	8,486542550769371E-001	1,000000000000000E+000
9,3100719E-002	8,548332562851231E-001	1,000000000000000E+000
9,4252124E-002	8,603281023291220E-001	1,000000000000000E+000
9,5441662E-002	8,670884675682657E-001	1,000000000000000E+000
9,6664742E-002	8,748586434974452E-001	1,000000000000000E+000
9,7871549E-002	8,793192166938528E-001	1,000000000000000E+000
9,9084936E-002	8,835941518061892E-001	1,000000000000000E+000
1,0029281E-001	8,894825770597254E-001	1,000000000000000E+000
1,0143423E-001	8,926171934128604E-001	1,000000000000000E+000
1,0272319E-001	8,965462911744693E-001	1,000000000000000E+000
1,0385783E-001	8,998156270762507E-001	1,000000000000000E+000
1,0502844E-001	9,030339875672411E-001	1,000000000000000E+000
1,0622082E-001	9,066396142330220E-001	1,000000000000000E+000
1,0744949E-001	9,118427472551254E-001	1,000000000000000E+000
