Ewe/V	<I>/mA	cycle number	
1,8933546E-003	6,274811457842588E-003	1,000000000000000E+000
3,6752638E-003	3,885669568046946E-002	1,000000000000000E+000
4,6021086E-003	4,883801763342610E-002	1,000000000000000E+000
5,4873489E-003	5,768096935072986E-002	1,000000000000000E+000
6,4547420E-003	6,541809255981568E-002	1,000000000000000E+000
7,5363424E-003	7,261873092674825E-002	1,000000000000000E+000
8,5756974E-003	7,935679582361521E-002	1,000000000000000E+000
9,6159037E-003	8,634560389651169E-002	1,000000000000000E+000
1,0485860E-002	9,376428302170539E-002	1,000000000000000E+000
1,1566822E-002	1,010259044425634E-001	1,000000000000000E+000
1,2633380E-002	1,159457436961753E-001	1,000000000000000E+000
1,4183554E-002	1,197727187881596E-001	1,000000000000000E+000
1,5212722E-002	1,260803322204282E-001	1,000000000000000E+000
1,6170349E-002	1,324635937258050E-001	1,000000000000000E+000
1,7212464E-002	1,386677038993822E-001	1,000000000000000E+000
1,8291520E-002	1,438981590758045E-001	1,000000000000000E+000
1,9215608E-002	1,477745304022127E-001	1,000000000000000E+000
2,0148823E-002	1,519141640100214E-001	1,000000000000000E+000
2,1208102E-002	1,597877105318557E-001	1,000000000000000E+000
2,2230050E-002	1,660063412316422E-001	1,000000000000000E+000
2,3189586E-002	1,729415914699155E-001	1,000000000000000E+000
2,4152309E-002	1,798852611402113E-001	1,000000000000000E+000
2,5312025E-002	1,859284795958686E-001	1,000000000000000E+000
2,6267320E-002	1,926854781771983E-001	1,000000000000000E+000
2,7273135E-002	1,985439710594976E-001	1,000000000000000E+000
2,8252628E-002	2,045522275622238E-001	1,000000000000000E+000
2,9104115E-002	2,089253901676438E-001	1,000000000000000E+000
3,0173827E-002	2,119394861920569E-001	1,000000000000000E+000
3,1145681E-002	2,133392761633894E-001	1,000000000000000E+000
3,2148100E-002	2,183056254698723E-001	1,000000000000000E+000
3,3268120E-002	2,256739443788932E-001	1,000000000000000E+000
3,4058895E-002	2,330661759608317E-001	1,000000000000000E+000
3,5143469E-002	2,402043662344420E-001	1,000000000000000E+000
3,6139734E-002	2,469037873325526E-001	1,000000000000000E+000
3,7195437E-002	2,532953710329764E-001	1,000000000000000E+000
3,8112093E-002	2,596162180243837E-001	1,000000000000000E+000
3,9241884E-002	2,654476240277290E-001	1,000000000000000E+000
4,0253635E-002	2,698783316063107E-001	1,000000000000000E+000
4,1215304E-002	2,724386398094119E-001	1,000000000000000E+000
4,2253807E-002	2,718548752298504E-001	1,000000000000000E+000
4,3178745E-002	2,742863080153857E-001	1,000000000000000E+000
4,4291548E-002	2,819412870815494E-001	1,000000000000000E+000
4,5081265E-002	2,903141986095810E-001	1,000000000000000E+000
4,6101514E-002	2,981975979551127E-001	1,000000000000000E+000
4,7116034E-002	3,052560404908887E-001	1,000000000000000E+000
4,8125457E-002	3,121125685671983E-001	1,000000000000000E+000
4,9229138E-002	3,210701866213359E-001	1,000000000000000E+000
5,0168894E-002	3,260337073286923E-001	1,000000000000000E+000
5,1082373E-002	3,303160116559378E-001	1,000000000000000E+000
5,2119389E-002	3,327227291064685E-001	1,000000000000000E+000
5,3193774E-002	3,304116384781617E-001	1,000000000000000E+000
5,4210201E-002	3,297427655025218E-001	1,000000000000000E+000
5,5255290E-002	3,368517543292695E-001	1,000000000000000E+000
5,6186806E-002	3,460767930028603E-001	1,000000000000000E+000
5,7134245E-002	3,549134656786910E-001	1,000000000000000E+000
5,8195893E-002	3,629058150367577E-001	1,000000000000000E+000
5,9151184E-002	3,702674935123449E-001	1,000000000000000E+000
6,0176954E-002	3,775080333774277E-001	1,000000000000000E+000
6,1160907E-002	3,839617213579247E-001	1,000000000000000E+000
6,2106226E-002	3,892466366911931E-001	1,000000000000000E+000
6,3172325E-002	3,912315236887434E-001	1,000000000000000E+000
6,4218894E-002	3,886476228082638E-001	1,000000000000000E+000
