Ewe/V	<I>/mA	
5,5069458E-001	3,675741718040152E+002
5,5067170E-001	3,678600556918524E+002
5,5070221E-001	3,689677251107036E+002
5,5067551E-001	3,696936569893938E+002
5,5070984E-001	3,683700362040032E+002
5,5073273E-001	3,676025077422310E+002
5,5068696E-001	3,685866805148960E+002
5,5071747E-001	3,695723817971212E+002
5,5070603E-001	3,692757416651157E+002
5,5068696E-001	3,676973523735332E+002
5,5067551E-001	3,681313093730213E+002
5,5067170E-001	3,692408781022232E+002
5,5070984E-001	3,697707045865550E+002
5,5070984E-001	3,682347813299809E+002
5,5069840E-001	3,677565074653596E+002
5,5069840E-001	3,687823888877600E+002
5,5071366E-001	3,697511855491967E+002
5,5067551E-001	3,690720746983007E+002
5,5067170E-001	3,677185235349567E+002
5,5072129E-001	3,682813133135783E+002
5,5070603E-001	3,694591005015348E+002
5,5069458E-001	3,697357059711690E+002
5,5067170E-001	3,681194041664217E+002
5,5067545E-001	3,678846939126897E+002
5,5070603E-001	3,689827394604482E+002
5,5070221E-001	3,699158161441759E+002
5,5070221E-001	3,688762466599064E+002
5,5067551E-001	3,678005062579750E+002
5,5073273E-001	3,684753743231194E+002
5,5070603E-001	3,696799707341652E+002
5,5067551E-001	3,696546114378703E+002
5,5070221E-001	3,681056852756943E+002
5,5069840E-001	3,680688609949788E+002
5,5066407E-001	3,692281233289518E+002
5,5070603E-001	3,700623789835718E+002
5,5070984E-001	3,687115131962722E+002
5,5073273E-001	3,679250469898810E+002
5,5069077E-001	3,686780525508957E+002
5,5068314E-001	3,699158193806460E+002
5,9188759E-001	3,924126380870052E+002
6,0065198E-001	4,018685416828150E+002
6,0063672E-001	3,989793420431773E+002
6,0060620E-001	3,990869302539030E+002
6,0061002E-001	4,005275696335583E+002
6,0065961E-001	4,014099703211328E+002
6,0062909E-001	3,995834818411540E+002
6,0058326E-001	3,991528214481945E+002
6,0057950E-001	4,002328117830945E+002
6,0062909E-001	4,018406140942188E+002
6,0056806E-001	4,010338560965435E+002
6,0065961E-001	3,997356950713176E+002
6,0062146E-001	4,000753878594400E+002
6,0067487E-001	4,016141780106177E+002
6,0065579E-001	4,022632223446410E+002
6,0061002E-001	4,002361415439208E+002
6,0058331E-001	4,000156612710171E+002
6,0059857E-001	4,010635214537382E+002
6,0067105E-001	4,025207476074942E+002
6,0065198E-001	4,011942354279876E+002
6,0061383E-001	4,001248158392042E+002
6,0065961E-001	4,005757398129979E+002
6,0059094E-001	4,020852990918552E+002
6,0059476E-001	4,023696416405422E+002
6,0061383E-001	4,002731731549638E+002
6,0063291E-001	4,003383042051931E+002
6,0059094E-001	4,014023672874935E+002
6,0065961E-001	4,027461970272520E+002
6,0063291E-001	4,010209705615500E+002
6,0056806E-001	4,003094544730190E+002
6,0063672E-001	4,008927387956153E+002
6,0059476E-001	4,024139561069937E+002
6,0060620E-001	4,022716231138961E+002
6,0058331E-001	4,003511716432623E+002
6,0063291E-001	4,006471111099668E+002
6,0059094E-001	4,017607647635884E+002
6,0062528E-001	4,029668410330701E+002
6,0062146E-001	4,009130999045281E+002
6,0059094E-001	4,005494132437293E+002
6,0063291E-001	4,012338091899736E+002
6,0062909E-001	4,027176156788738E+002
6,0061383E-001	4,021524996184552E+002
6,0064435E-001	4,004308718527952E+002
6,0065198E-001	4,009389941678775E+002
6,0057944E-001	4,020772646128925E+002
6,0057569E-001	4,030509127820201E+002
6,0061383E-001	4,007458458719826E+002
6,0060620E-001	4,007407672158485E+002
6,0061002E-001	4,015219942985722E+002
6,0064054E-001	4,029590863880989E+002
6,0061383E-001	4,019237158907518E+002
6,0061002E-001	4,005053029032595E+002
6,0060239E-001	4,011660736352840E+002
6,0063291E-001	4,023513857990166E+002
6,0057950E-001	4,030289041877141E+002
6,0060233E-001	4,006069905278987E+002
6,0055655E-001	4,009333312099708E+002
6,0057187E-001	4,017878699156403E+002
6,0065579E-001	4,031502967628022E+002
6,0061383E-001	4,016682052458693E+002
6,0063291E-001	4,006064333457328E+002
